1776505047.410239 server started (1757): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1776505047.410269 on Linux 6.8.0-110-generic #110-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 19 15:09:20 UTC 2026
1776505047.410275 using libevent 2.1.12-stable poll
1776505047.410277 using ncurses 6.4 20240113
1776505047.481708 cmd_find_best_session: 0 sessions to try
1776505047.481709 cmd_find_current_client: no target, return (nil)
1776505047.481710 cmd_find_best_session: 0 sessions to try
1776505047.481712 cmd_find_current_client: no target, return (nil)
1776505047.481713 cmd_find_best_session: 0 sessions to try
1776505047.481715 cmd_find_best_session: 0 sessions to try
1776505047.481718 key_bindings_add: 0x10e1a5 NPage = send-keys -X page-down
1776505047.481719 cmd_find_best_session: 0 sessions to try
1776505047.481721 cmdq_next <global>: [bind-key/0x5ff2b06350d0] (0), flags 0
1776505047.481723 cmd_find_best_session: 0 sessions to try
1776505047.481724 cmd_find_current_client: no target, return (nil)
1776505047.481726 cmd_find_best_session: 0 sessions to try
1776505047.481727 cmd_find_current_client: no target, return (nil)
1776505047.481729 cmd_find_best_session: 0 sessions to try
1776505047.481730 cmd_find_best_session: 0 sessions to try
1776505047.481733 key_bindings_add: 0x10e1a6 PPage = send-keys -X page-up
1776505047.481735 cmd_find_best_session: 0 sessions to try
1776505047.481737 cmdq_next <global>: [bind-key/0x5ff2b06354a0] (0), flags 0
1776505047.481738 cmd_find_best_session: 0 sessions to try
1776505047.481740 cmd_find_current_client: no target, return (nil)
1776505047.481741 cmd_find_best_session: 0 sessions to try
1776505047.481742 cmd_find_current_client: no target, return (nil)
1776505047.481744 cmd_find_best_session: 0 sessions to try
1776505047.481745 cmd_find_best_session: 0 sessions to try
1776505047.481749 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1776505047.481750 cmd_find_best_session: 0 sessions to try
1776505047.481752 cmdq_next <global>: [bind-key/0x5ff2b0635930] (0), flags 0
1776505047.481756 cmd_find_best_session: 0 sessions to try
1776505047.481758 cmd_find_current_client: no target, return (nil)
1776505047.481759 cmd_find_best_session: 0 sessions to try
1776505047.481760 cmd_find_current_client: no target, return (nil)
1776505047.481762 cmd_find_best_session: 0 sessions to try
1776505047.481763 cmd_find_best_session: 0 sessions to try
1776505047.481767 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1776505047.481769 cmd_find_best_session: 0 sessions to try
1776505047.481771 cmdq_next <global>: [bind-key/0x5ff2b0635f00] (0), flags 0
1776505047.481772 cmd_find_best_session: 0 sessions to try
1776505047.481773 cmd_find_current_client: no target, return (nil)
1776505047.481775 cmd_find_best_session: 0 sessions to try
1776505047.481776 cmd_find_current_client: no target, return (nil)
1776505047.481778 cmd_find_best_session: 0 sessions to try
1776505047.481779 cmd_find_best_session: 0 sessions to try
1776505047.481782 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1776505047.481784 cmd_find_best_session: 0 sessions to try
1776505047.481786 cmdq_next <global>: [bind-key/0x5ff2b0636390] (0), flags 0
1776505047.481787 cmd_find_best_session: 0 sessions to try
1776505047.481789 cmd_find_current_client: no target, return (nil)
1776505047.481790 cmd_find_best_session: 0 sessions to try
1776505047.481792 cmd_find_current_client: no target, return (nil)
1776505047.481793 cmd_find_best_session: 0 sessions to try
1776505047.481795 cmd_find_best_session: 0 sessions to try
1776505047.482122 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1776505047.482145 cmd_find_best_session: 0 sessions to try
1776505047.482151 cmdq_next <global>: [bind-key/0x5ff2b0637300] (0), flags 0
1776505047.482153 cmd_find_best_session: 0 sessions to try
1776505047.482155 cmd_find_current_client: no target, return (nil)
1776505047.482157 cmd_find_best_session: 0 sessions to try
1776505047.482159 cmd_find_current_client: no target, return (nil)
1776505047.482161 cmd_find_best_session: 0 sessions to try
1776505047.482162 cmd_find_best_session: 0 sessions to try
1776505047.482176 key_bindings_add: 0x100000000031 M-1 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1776505047.482178 cmd_find_best_session: 0 sessions to try
1776505047.482180 cmdq_next <global>: [bind-key/0x5ff2b0637b30] (0), flags 0
1776505047.482182 cmd_find_best_session: 0 sessions to try
1776505047.482183 cmd_find_current_client: no target, return (nil)
1776505047.482185 cmd_find_best_session: 0 sessions to try
1776505047.482186 cmd_find_current_client: no target, return (nil)
1776505047.482188 cmd_find_best_session: 0 sessions to try
1776505047.482189 cmd_find_best_session: 0 sessions to try
1776505047.482196 key_bindings_add: 0x100000000032 M-2 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1776505047.482198 cmd_find_best_session: 0 sessions to try
1776505047.482200 cmdq_next <global>: [bind-key/0x5ff2b0638200] (0), flags 0
1776505047.482201 cmd_find_best_session: 0 sessions to try
1776505047.482203 cmd_find_current_client: no target, return (nil)
1776505047.482205 cmd_find_best_session: 0 sessions to try
1776505047.482206 cmd_find_current_client: no target, return (nil)
1776505047.482208 cmd_find_best_session: 0 sessions to try
1776505047.482209 cmd_find_best_session: 0 sessions to try
1776505047.482215 key_bindings_add: 0x100000000033 M-3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1776505047.482216 cmd_find_best_session: 0 sessions to try
1776505047.482219 cmdq_next <global>: [bind-key/0x5ff2b0638a20] (0), flags 0
1776505047.482220 cmd_find_best_session: 0 sessions to try
1776505047.482221 cmd_find_current_client: no target, return (nil)
1776505047.482223 cmd_find_best_session: 0 sessions to try
1776505047.482224 cmd_find_current_client: no target, return (nil)
1776505047.482226 cmd_find_best_session: 0 sessions to try
1776505047.482227 cmd_find_best_session: 0 sessions to try
1776505047.482232 key_bindings_add: 0x100000000034 M-4 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1776505047.482245 cmd_find_best_session: 0 sessions to try
1776505047.482248 cmdq_next <global>: [bind-key/0x5ff2b06391a0] (0), flags 0
1776505047.482249 cmd_find_best_session: 0 sessions to try
1776505047.482251 cmd_find_current_client: no target, return (nil)
1776505047.482252 cmd_find_best_session: 0 sessions to try
1776505047.482253 cmd_find_current_client: no target, return (nil)
1776505047.482255 cmd_find_best_session: 0 sessions to try
1776505047.482256 cmd_find_best_session: 0 sessions to try
1776505047.482261 key_bindings_add: 0x100000000035 M-5 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1776505047.482263 cmd_find_best_session: 0 sessions to try
1776505047.482265 cmdq_next <global>: [bind-key/0x5ff2b06399c0] (0), flags 0
1776505047.482266 cmd_find_best_session: 0 sessions to try
1776505047.482268 cmd_find_current_client: no target, return (nil)
1776505047.482269 cmd_find_best_session: 0 sessions to try
1776505047.482271 cmd_find_current_client: no target, return (nil)
1776505047.482272 cmd_find_best_session: 0 sessions to try
1776505047.482274 cmd_find_best_session: 0 sessions to try
1776505047.482278 key_bindings_add: 0x100000000036 M-6 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1776505047.482280 cmd_find_best_session: 0 sessions to try
1776505047.482282 cmdq_next <global>: [bind-key/0x5ff2b063a140] (0), flags 0
1776505047.482283 cmd_find_best_session: 0 sessions to try
1776505047.482285 cmd_find_current_client: no target, return (nil)
1776505047.482286 cmd_find_best_session: 0 sessions to try
1776505047.482287 cmd_find_current_client: no target, return (nil)
1776505047.482289 cmd_find_best_session: 0 sessions to try
1776505047.482290 cmd_find_best_session: 0 sessions to try
1776505047.482295 key_bindings_add: 0x100000000037 M-7 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1776505047.482296 cmd_find_best_session: 0 sessions to try
1776505047.482298 cmdq_next <global>: [bind-key/0x5ff2b063a960] (0), flags 0
1776505047.482300 cmd_find_best_session: 0 sessions to try
1776505047.482301 cmd_find_current_client: no target, return (nil)
1776505047.482303 cmd_find_best_session: 0 sessions to try
1776505047.482304 cmd_find_current_client: no target, return (nil)
1776505047.482306 cmd_find_best_session: 0 sessions to try
1776505047.482307 cmd_find_best_session: 0 sessions to try
1776505047.482312 key_bindings_add: 0x100000000038 M-8 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1776505047.482313 cmd_find_best_session: 0 sessions to try
1776505047.482315 cmdq_next <global>: [bind-key/0x5ff2b063b0e0] (0), flags 0
1776505047.482317 cmd_find_best_session: 0 sessions to try
1776505047.482318 cmd_find_current_client: no target, return (nil)
1776505047.482320 cmd_find_best_session: 0 sessions to try
1776505047.482321 cmd_find_current_client: no target, return (nil)
1776505047.482323 cmd_find_best_session: 0 sessions to try
1776505047.482324 cmd_find_best_session: 0 sessions to try
1776505047.482328 key_bindings_add: 0x100000000039 M-9 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1776505047.482330 cmd_find_best_session: 0 sessions to try
1776505047.482332 cmdq_next <global>: [bind-key/0x5ff2b063adb0] (0), flags 0
1776505047.482333 cmd_find_best_session: 0 sessions to try
1776505047.482335 cmd_find_current_client: no target, return (nil)
1776505047.482336 cmd_find_best_session: 0 sessions to try
1776505047.482338 cmd_find_current_client: no target, return (nil)
1776505047.482339 cmd_find_best_session: 0 sessions to try
1776505047.482341 cmd_find_best_session: 0 sessions to try
1776505047.482344 key_bindings_add: 0x10000000003c M-< = send-keys -X history-top
1776505047.482346 cmd_find_best_session: 0 sessions to try
1776505047.482348 cmdq_next <global>: [bind-key/0x5ff2b063b570] (0), flags 0
1776505047.482349 cmd_find_best_session: 0 sessions to try
1776505047.482351 cmd_find_current_client: no target, return (nil)
1776505047.482352 cmd_find_best_session: 0 sessions to try
1776505047.482354 cmd_find_current_client: no target, return (nil)
1776505047.482361 cmd_find_best_session: 0 sessions to try
1776505047.482362 cmd_find_best_session: 0 sessions to try
1776505047.482366 key_bindings_add: 0x10000000003e M-> = send-keys -X history-bottom
1776505047.482367 cmd_find_best_session: 0 sessions to try
1776505047.482369 cmdq_next <global>: [bind-key/0x5ff2b063bb20] (0), flags 0
1776505047.482371 cmd_find_best_session: 0 sessions to try
1776505047.482372 cmd_find_current_client: no target, return (nil)
1776505047.482374 cmd_find_best_session: 0 sessions to try
1776505047.482375 cmd_find_current_client: no target, return (nil)
1776505047.482377 cmd_find_best_session: 0 sessions to try
1776505047.482378 cmd_find_best_session: 0 sessions to try
1776505047.482381 key_bindings_add: 0x100000000052 M-R = send-keys -X top-line
1776505047.482383 cmd_find_best_session: 0 sessions to try
1776505047.482385 cmdq_next <global>: [bind-key/0x5ff2b063bea0] (0), flags 0
1776505047.482386 cmd_find_best_session: 0 sessions to try
1776505047.482388 cmd_find_current_client: no target, return (nil)
1776505047.482389 cmd_find_best_session: 0 sessions to try
1776505047.482390 cmd_find_current_client: no target, return (nil)
1776505047.482392 cmd_find_best_session: 0 sessions to try
1776505047.482393 cmd_find_best_session: 0 sessions to try
1776505047.482397 key_bindings_add: 0x100000000062 M-b = send-keys -X previous-word
1776505047.482398 cmd_find_best_session: 0 sessions to try
1776505047.482400 cmdq_next <global>: [bind-key/0x5ff2b063c580] (0), flags 0
1776505047.482402 cmd_find_best_session: 0 sessions to try
1776505047.482748 cmd_find_current_client: no target, return (nil)
1776505047.482753 cmd_find_best_session: 0 sessions to try
1776505047.482756 cmd_find_current_client: no target, return (nil)
1776505047.482758 cmd_find_best_session: 0 sessions to try
1776505047.482760 cmd_find_best_session: 0 sessions to try
1776505047.482771 key_bindings_add: 0x100000000002 M-C-b = send-keys -X previous-matching-bracket
1776505047.482773 cmd_find_best_session: 0 sessions to try
1776505047.482776 cmdq_next <global>: [bind-key/0x5ff2b063cc80] (0), flags 0
1776505047.482778 cmd_find_best_session: 0 sessions to try
1776505047.482780 cmd_find_current_client: no target, return (nil)
1776505047.482781 cmd_find_best_session: 0 sessions to try
1776505047.482783 cmd_find_current_client: no target, return (nil)
1776505047.482784 cmd_find_best_session: 0 sessions to try
1776505047.482786 cmd_find_best_session: 0 sessions to try
1776505047.482790 key_bindings_add: 0x100000000066 M-f = send-keys -X next-word-end
1776505047.482792 cmd_find_best_session: 0 sessions to try
1776505047.482795 cmdq_next <global>: [bind-key/0x5ff2b063d310] (0), flags 0
1776505047.482796 cmd_find_best_session: 0 sessions to try
1776505047.482798 cmd_find_current_client: no target, return (nil)
1776505047.482799 cmd_find_best_session: 0 sessions to try
1776505047.482801 cmd_find_current_client: no target, return (nil)
1776505047.482802 cmd_find_best_session: 0 sessions to try
1776505047.482804 cmd_find_best_session: 0 sessions to try
1776505047.482808 key_bindings_add: 0x100000000006 M-C-f = send-keys -X next-matching-bracket
1776505047.482809 cmd_find_best_session: 0 sessions to try
1776505047.482812 cmdq_next <global>: [bind-key/0x5ff2b063d820] (0), flags 0
1776505047.482813 cmd_find_best_session: 0 sessions to try
1776505047.482815 cmd_find_current_client: no target, return (nil)
1776505047.482816 cmd_find_best_session: 0 sessions to try
1776505047.482818 cmd_find_current_client: no target, return (nil)
1776505047.482819 cmd_find_best_session: 0 sessions to try
1776505047.482820 cmd_find_best_session: 0 sessions to try
1776505047.482824 key_bindings_add: 0x10000000006d M-m = send-keys -X back-to-indentation
1776505047.482826 cmd_find_best_session: 0 sessions to try
1776505047.482828 cmdq_next <global>: [bind-key/0x5ff2b063dc90] (0), flags 0
1776505047.482830 cmd_find_best_session: 0 sessions to try
1776505047.482831 cmd_find_current_client: no target, return (nil)
1776505047.482833 cmd_find_best_session: 0 sessions to try
1776505047.482846 cmd_find_current_client: no target, return (nil)
1776505047.482847 cmd_find_best_session: 0 sessions to try
1776505047.482849 cmd_find_best_session: 0 sessions to try
1776505047.482852 key_bindings_add: 0x100000000072 M-r = send-keys -X middle-line
1776505047.482854 cmd_find_best_session: 0 sessions to try
1776505047.482856 cmdq_next <global>: [bind-key/0x5ff2b063e0b0] (0), flags 0
1776505047.482858 cmd_find_best_session: 0 sessions to try
1776505047.482859 cmd_find_current_client: no target, return (nil)
1776505047.482861 cmd_find_best_session: 0 sessions to try
1776505047.482862 cmd_find_current_client: no target, return (nil)
1776505047.482864 cmd_find_best_session: 0 sessions to try
1776505047.482865 cmd_find_best_session: 0 sessions to try
1776505047.482869 key_bindings_add: 0x100000000076 M-v = send-keys -X page-up
1776505047.482870 cmd_find_best_session: 0 sessions to try
1776505047.482872 cmdq_next <global>: [bind-key/0x5ff2b063e3b0] (0), flags 0
1776505047.482874 cmd_find_best_session: 0 sessions to try
1776505047.482875 cmd_find_current_client: no target, return (nil)
1776505047.482877 cmd_find_best_session: 0 sessions to try
1776505047.482878 cmd_find_current_client: no target, return (nil)
1776505047.482880 cmd_find_best_session: 0 sessions to try
1776505047.482881 cmd_find_best_session: 0 sessions to try
1776505047.482885 key_bindings_add: 0x100000000077 M-w = send-keys -X copy-pipe-and-cancel
1776505047.482887 cmd_find_best_session: 0 sessions to try
1776505047.482889 cmdq_next <global>: [bind-key/0x5ff2b063e8c0] (0), flags 0
1776505047.482890 cmd_find_best_session: 0 sessions to try
1776505047.482892 cmd_find_current_client: no target, return (nil)
1776505047.482893 cmd_find_best_session: 0 sessions to try
1776505047.482895 cmd_find_current_client: no target, return (nil)
1776505047.482896 cmd_find_best_session: 0 sessions to try
1776505047.482898 cmd_find_best_session: 0 sessions to try
1776505047.482901 key_bindings_add: 0x100000000078 M-x = send-keys -X jump-to-mark
1776505047.482903 cmd_find_best_session: 0 sessions to try
1776505047.482905 cmdq_next <global>: [bind-key/0x5ff2b063ecf0] (0), flags 0
1776505047.482906 cmd_find_best_session: 0 sessions to try
1776505047.482908 cmd_find_current_client: no target, return (nil)
1776505047.482909 cmd_find_best_session: 0 sessions to try
1776505047.482911 cmd_find_current_client: no target, return (nil)
1776505047.482913 cmd_find_best_session: 0 sessions to try
1776505047.482914 cmd_find_best_session: 0 sessions to try
1776505047.482917 key_bindings_add: 0x10000000007b M-{ = send-keys -X previous-paragraph
1776505047.482919 cmd_find_best_session: 0 sessions to try
1776505047.482921 cmdq_next <global>: [bind-key/0x5ff2b063f200] (0), flags 0
1776505047.482923 cmd_find_best_session: 0 sessions to try
1776505047.482924 cmd_find_current_client: no target, return (nil)
1776505047.482926 cmd_find_best_session: 0 sessions to try
1776505047.482927 cmd_find_current_client: no target, return (nil)
1776505047.482929 cmd_find_best_session: 0 sessions to try
1776505047.482930 cmd_find_best_session: 0 sessions to try
1776505047.482933 key_bindings_add: 0x10000000007d M-} = send-keys -X next-paragraph
1776505047.482935 cmd_find_best_session: 0 sessions to try
1776505047.482937 cmdq_next <global>: [bind-key/0x5ff2b063fa40] (0), flags 0
1776505047.482938 cmd_find_best_session: 0 sessions to try
1776505047.482940 cmd_find_current_client: no target, return (nil)
1776505047.482941 cmd_find_best_session: 0 sessions to try
1776505047.482943 cmd_find_current_client: no target, return (nil)
1776505047.482944 cmd_find_best_session: 0 sessions to try
1776505047.482946 cmd_find_best_session: 0 sessions to try
1776505047.482950 key_bindings_add: 0x10000010e1a8 M-Up = send-keys -X halfpage-up
1776505047.482951 cmd_find_best_session: 0 sessions to try
1776505047.482953 cmdq_next <global>: [bind-key/0x5ff2b063ff60] (0), flags 0
1776505047.482955 cmd_find_best_session: 0 sessions to try
1776505047.482956 cmd_find_current_client: no target, return (nil)
1776505047.482958 cmd_find_best_session: 0 sessions to try
1776505047.482962 cmd_find_current_client: no target, return (nil)
1776505047.482963 cmd_find_best_session: 0 sessions to try
1776505047.482965 cmd_find_best_session: 0 sessions to try
1776505047.482968 key_bindings_add: 0x10000010e1a9 M-Down = send-keys -X halfpage-down
1776505047.482970 cmd_find_best_session: 0 sessions to try
1776505047.482972 cmdq_next <global>: [bind-key/0x5ff2b0640640] (0), flags 0
1776505047.482973 cmd_find_best_session: 0 sessions to try
1776505047.482975 cmd_find_current_client: no target, return (nil)
1776505047.482976 cmd_find_best_session: 0 sessions to try
1776505047.482978 cmd_find_current_client: no target, return (nil)
1776505047.482979 cmd_find_best_session: 0 sessions to try
1776505047.482981 cmd_find_best_session: 0 sessions to try
1776505047.482984 key_bindings_add: 0x20000010e1a8 C-Up = send-keys -X scroll-up
1776505047.482986 cmd_find_best_session: 0 sessions to try
1776505047.482988 cmdq_next <global>: [bind-key/0x5ff2b0640c10] (0), flags 0
1776505047.482989 cmd_find_best_session: 0 sessions to try
1776505047.482991 cmd_find_current_client: no target, return (nil)
1776505047.482992 cmd_find_best_session: 0 sessions to try
1776505047.482994 cmd_find_current_client: no target, return (nil)
1776505047.482995 cmd_find_best_session: 0 sessions to try
1776505047.482997 cmd_find_best_session: 0 sessions to try
1776505047.483000 key_bindings_add: 0x20000010e1a9 C-Down = send-keys -X scroll-down
1776505047.483002 cmd_find_best_session: 0 sessions to try
1776505047.483004 cmdq_next <global>: [bind-key/0x5ff2b0641170] (0), flags 0
1776505047.483005 cmd_find_best_session: 0 sessions to try
1776505047.483007 cmd_find_current_client: no target, return (nil)
1776505047.483008 cmd_find_best_session: 0 sessions to try
1776505047.483010 cmd_find_current_client: no target, return (nil)
1776505047.483011 cmd_find_best_session: 0 sessions to try
1776505047.483013 cmd_find_best_session: 0 sessions to try
1776505047.483019 key_bindings_add: 0x23 # = send-keys -FX search-backward "#{copy_cursor_word}"
1776505047.483020 cmd_find_best_session: 0 sessions to try
1776505047.483022 cmdq_next <global>: [bind-key/0x5ff2b0641950] (0), flags 0
1776505047.483024 cmd_find_best_session: 0 sessions to try
1776505047.483025 cmd_find_current_client: no target, return (nil)
1776505047.483027 cmd_find_best_session: 0 sessions to try
1776505047.483028 cmd_find_current_client: no target, return (nil)
1776505047.483030 cmd_find_best_session: 0 sessions to try
1776505047.483031 cmd_find_best_session: 0 sessions to try
1776505047.483036 key_bindings_add: 0x2a * = send-keys -FX search-forward "#{copy_cursor_word}"
1776505047.483038 cmd_find_best_session: 0 sessions to try
1776505047.483040 cmdq_next <global>: [bind-key/0x5ff2b06415e0] (0), flags 0
1776505047.483041 cmd_find_best_session: 0 sessions to try
1776505047.483043 cmd_find_current_client: no target, return (nil)
1776505047.483044 cmd_find_best_session: 0 sessions to try
1776505047.483046 cmd_find_current_client: no target, return (nil)
1776505047.483048 cmd_find_best_session: 0 sessions to try
1776505047.483049 cmd_find_best_session: 0 sessions to try
1776505047.483053 key_bindings_add: 0x3 C-c = send-keys -X cancel
1776505047.483054 cmd_find_best_session: 0 sessions to try
1776505047.483056 cmdq_next <global>: [bind-key/0x5ff2b0642000] (0), flags 0
1776505047.483058 cmd_find_best_session: 0 sessions to try
1776505047.483059 cmd_find_current_client: no target, return (nil)
1776505047.483061 cmd_find_best_session: 0 sessions to try
1776505047.483062 cmd_find_current_client: no target, return (nil)
1776505047.483064 cmd_find_best_session: 0 sessions to try
1776505047.483065 cmd_find_best_session: 0 sessions to try
1776505047.483069 key_bindings_add: 0x4 C-d = send-keys -X halfpage-down
1776505047.483070 cmd_find_best_session: 0 sessions to try
1776505047.483072 cmdq_next <global>: [bind-key/0x5ff2b06421b0] (0), flags 0
1776505047.483074 cmd_find_best_session: 0 sessions to try
1776505047.483075 cmd_find_current_client: no target, return (nil)
1776505047.483081 cmd_find_best_session: 0 sessions to try
1776505047.483083 cmd_find_current_client: no target, return (nil)
1776505047.483085 cmd_find_best_session: 0 sessions to try
1776505047.483086 cmd_find_best_session: 0 sessions to try
1776505047.483089 key_bindings_add: 0x5 C-e = send-keys -X scroll-down
1776505047.483091 cmd_find_best_session: 0 sessions to try
1776505047.483093 cmdq_next <global>: [bind-key/0x5ff2b0642600] (0), flags 0
1776505047.483094 cmd_find_best_session: 0 sessions to try
1776505047.483096 cmd_find_current_client: no target, return (nil)
1776505047.483097 cmd_find_best_session: 0 sessions to try
1776505047.483099 cmd_find_current_client: no target, return (nil)
1776505047.483100 cmd_find_best_session: 0 sessions to try
1776505047.483102 cmd_find_best_session: 0 sessions to try
1776505047.483105 key_bindings_add: 0x2 C-b = send-keys -X page-up
1776505047.483107 cmd_find_best_session: 0 sessions to try
1776505047.483109 cmdq_next <global>: [bind-key/0x5ff2b0642990] (0), flags 0
1776505047.483111 cmd_find_best_session: 0 sessions to try
1776505047.483112 cmd_find_current_client: no target, return (nil)
1776505047.483114 cmd_find_best_session: 0 sessions to try
1776505047.483115 cmd_find_current_client: no target, return (nil)
1776505047.483117 cmd_find_best_session: 0 sessions to try
1776505047.483118 cmd_find_best_session: 0 sessions to try
1776505047.483121 key_bindings_add: 0x6 C-f = send-keys -X page-down
1776505047.483123 cmd_find_best_session: 0 sessions to try
1776505047.483125 cmdq_next <global>: [bind-key/0x5ff2b06430d0] (0), flags 0
1776505047.483126 cmd_find_best_session: 0 sessions to try
1776505047.483128 cmd_find_current_client: no target, return (nil)
1776505047.483129 cmd_find_best_session: 0 sessions to try
1776505047.483131 cmd_find_current_client: no target, return (nil)
1776505047.483132 cmd_find_best_session: 0 sessions to try
1776505047.483134 cmd_find_best_session: 0 sessions to try
1776505047.483137 key_bindings_add: 0x8 C-h = send-keys -X cursor-left
1776505047.483139 cmd_find_best_session: 0 sessions to try
1776505047.483141 cmdq_next <global>: [bind-key/0x5ff2b06436d0] (0), flags 0
1776505047.483142 cmd_find_best_session: 0 sessions to try
1776505047.483144 cmd_find_current_client: no target, return (nil)
1776505047.483145 cmd_find_best_session: 0 sessions to try
1776505047.483147 cmd_find_current_client: no target, return (nil)
1776505047.483148 cmd_find_best_session: 0 sessions to try
1776505047.483150 cmd_find_best_session: 0 sessions to try
1776505047.483153 key_bindings_add: 0xa C-j = send-keys -X copy-pipe-and-cancel
1776505047.483155 cmd_find_best_session: 0 sessions to try
1776505047.483157 cmdq_next <global>: [bind-key/0x5ff2b0643b00] (0), flags 0
1776505047.483159 cmd_find_best_session: 0 sessions to try
1776505047.483160 cmd_find_current_client: no target, return (nil)
1776505047.483162 cmd_find_best_session: 0 sessions to try
1776505047.483163 cmd_find_current_client: no target, return (nil)
1776505047.483165 cmd_find_best_session: 0 sessions to try
1776505047.483166 cmd_find_best_session: 0 sessions to try
1776505047.483170 key_bindings_add: 0xd Enter = send-keys -X copy-pipe-and-cancel
1776505047.483171 cmd_find_best_session: 0 sessions to try
1776505047.483173 cmdq_next <global>: [bind-key/0x5ff2b0643cb0] (0), flags 0
1776505047.483175 cmd_find_best_session: 0 sessions to try
1776505047.483177 cmd_find_current_client: no target, return (nil)
1776505047.483178 cmd_find_best_session: 0 sessions to try
1776505047.483179 cmd_find_current_client: no target, return (nil)
1776505047.483181 cmd_find_best_session: 0 sessions to try
1776505047.483182 cmd_find_best_session: 0 sessions to try
1776505047.483186 key_bindings_add: 0x15 C-u = send-keys -X halfpage-up
1776505047.483188 cmd_find_best_session: 0 sessions to try
1776505047.483190 cmdq_next <global>: [bind-key/0x5ff2b06443b0] (0), flags 0
1776505047.483191 cmd_find_best_session: 0 sessions to try
1776505047.483193 cmd_find_current_client: no target, return (nil)
1776505047.483194 cmd_find_best_session: 0 sessions to try
1776505047.483198 cmd_find_current_client: no target, return (nil)
1776505047.483199 cmd_find_best_session: 0 sessions to try
1776505047.483201 cmd_find_best_session: 0 sessions to try
1776505047.483204 key_bindings_add: 0x16 C-v = send-keys -X rectangle-toggle
1776505047.483206 cmd_find_best_session: 0 sessions to try
1776505047.483208 cmdq_next <global>: [bind-key/0x5ff2b06447a0] (0), flags 0
1776505047.483210 cmd_find_best_session: 0 sessions to try
1776505047.483211 cmd_find_current_client: no target, return (nil)
1776505047.483213 cmd_find_best_session: 0 sessions to try
1776505047.483214 cmd_find_current_client: no target, return (nil)
1776505047.483216 cmd_find_best_session: 0 sessions to try
1776505047.483217 cmd_find_best_session: 0 sessions to try
1776505047.483220 key_bindings_add: 0x19 C-y = send-keys -X scroll-up
1776505047.483222 cmd_find_best_session: 0 sessions to try
1776505047.483224 cmdq_next <global>: [bind-key/0x5ff2b0644b00] (0), flags 0
1776505047.483225 cmd_find_best_session: 0 sessions to try
1776505047.483227 cmd_find_current_client: no target, return (nil)
1776505047.483228 cmd_find_best_session: 0 sessions to try
1776505047.483230 cmd_find_current_client: no target, return (nil)
1776505047.483232 cmd_find_best_session: 0 sessions to try
1776505047.483233 cmd_find_best_session: 0 sessions to try
1776505047.483236 key_bindings_add: 0x1b Escape = send-keys -X clear-selection
1776505047.483238 cmd_find_best_session: 0 sessions to try
1776505047.483240 cmdq_next <global>: [bind-key/0x5ff2b0644d90] (0), flags 0
1776505047.483241 cmd_find_best_session: 0 sessions to try
1776505047.483243 cmd_find_current_client: no target, return (nil)
1776505047.483244 cmd_find_best_session: 0 sessions to try
1776505047.483246 cmd_find_current_client: no target, return (nil)
1776505047.483247 cmd_find_best_session: 0 sessions to try
1776505047.483249 cmd_find_best_session: 0 sessions to try
1776505047.483252 key_bindings_add: 0x20 Space = send-keys -X begin-selection
1776505047.483254 cmd_find_best_session: 0 sessions to try
1776505047.483256 cmdq_next <global>: [bind-key/0x5ff2b0645840] (0), flags 0
1776505047.483257 cmd_find_best_session: 0 sessions to try
1776505047.483259 cmd_find_current_client: no target, return (nil)
1776505047.483260 cmd_find_best_session: 0 sessions to try
1776505047.483262 cmd_find_current_client: no target, return (nil)
1776505047.483263 cmd_find_best_session: 0 sessions to try
1776505047.483265 cmd_find_best_session: 0 sessions to try
1776505047.483268 key_bindings_add: 0x24 $ = send-keys -X end-of-line
1776505047.483270 cmd_find_best_session: 0 sessions to try
1776505047.483272 cmdq_next <global>: [bind-key/0x5ff2b0645c70] (0), flags 0
1776505047.483273 cmd_find_best_session: 0 sessions to try
1776505047.483275 cmd_find_current_client: no target, return (nil)
1776505047.483276 cmd_find_best_session: 0 sessions to try
1776505047.483278 cmd_find_current_client: no target, return (nil)
1776505047.483279 cmd_find_best_session: 0 sessions to try
1776505047.483281 cmd_find_best_session: 0 sessions to try
1776505047.483284 key_bindings_add: 0x2c , = send-keys -X jump-reverse
1776505047.483286 cmd_find_best_session: 0 sessions to try
1776505047.483288 cmdq_next <global>: [bind-key/0x5ff2b0646e90] (0), flags 0
